# Geofeed for AS263189
"# Last modified: Wed, 23 Apr 2025"
45.177.96.0/23,PE,PE-ARE,Arequipa,04017
38.10.104.0/22,PE,PE-ARE,Arequipa,04017
179.43.96.0/22,PE,PE-ARE,Arequipa,04017
38.226.24.0/22,PE,PE-ARE,Arequipa,04017
2803:4480::/32,PE,PE-ARE,Arequipa,04017
2803:3a60::/32,PE,PE-ARE,Arequipa,04017
